airport,freq_1993,freq_2003,shift_absolute,shift_pct
HTS,0.000249400664679902,0.0001637937992437686,-8.560686543613338e-05,-34.325034997804494
HVN,0.00020237427021165295,0.0,-0.00020237427021165295,-100.0
IAD,0.006582288453070773,0.01570683026460833,0.009124541811537556,138.62263674088558
IAH,0.019851167490532923,0.02890099730995931,0.009049829819426387,45.58840090257802
ICT,0.0020866455289052558,0.001546327188617642,-0.0005403183402876138,-25.894112478753783
IDA,0.0003372234611868457,0.0005101774074805907,0.00017295394629374502,51.28763748673948
ILE,0.0,0.0006847117837239507,0.0006847117837239507,0.0
ILM,0.0004015330604596649,0.0005101774074805907,0.0001086443470209258,27.057385236611026
IND,0.007440218700869727,0.006427919434931926,-0.0010122992659378008,-13.605772983789679
IPL,0.0,0.00011482940409857259,0.00011482940409857259,0.0
ISP,0.0008056786983897882,0.0016621042906867667,0.0008564255922969786,106.2986515603071
ITH,0.000205991685170749,0.0,-0.000205991685170749,-100.0
ITO,0.0,5.6388029247854765e-05,5.6388029247854765e-05,0.0
IYK,0.0,0.0001653732958613556,0.0001653732958613556,0.0
JAC,0.00042142884273469334,0.000636695086549307,0.0002152662438146136,51.080092766724206
JAN,0.001449779528606618,0.001569703738557929,0.0001199242099513111,8.271892904059017
JAX,0.003579633069523299,0.004045406736963743,0.0004657736674404441,13.011771273597923
JFK,0.00821092905465492,0.011398753240139874,0.0031878241854849543,38.824159413211845
JNU,0.0006320427803531763,0.000670022465180392,3.797968482721571e-05,6.009037047459544
KOA,0.00014349079337747786,0.0003733930003975593,0.00022990220702008142,160.2208766211802
KSM,1.6881269809115042e-05,0.0,-1.6881269809115042e-05,-100.0
KTN,3.3963507115957645e-05,0.000371971453441731,0.00033800794632577336,995.2091966584965
LAN,0.0005126680867030056,0.0007373090210895968,0.00022464093438659112,43.818006272102544
LAS,0.01784832540818006,0.022297279901489955,0.004448954493309894,24.92645327539185
LAW,0.0,0.0003286932461198481,0.0003286932461198481,0.0
LAX,0.03029102706248421,0.03479046634795584,0.004499439285471626,14.854033427754699
