train_year,test_year,model,within_year_auc,cross_year_auc,generalization_loss_absolute,generalization_loss_pct
1993,2003,logreg,0.6366678915818891,0.557344384233178,0.07932350734871108,12.45916566510381
1993,2003,lightgbm,0.6566277597664512,0.5817064859912037,0.07492127377524749,11.41000706426049
2003,1993,logreg,0.61180640222964,0.5739263863794904,0.03788001585014955,6.191503670458712
2003,1993,lightgbm,0.6302784892352327,0.5955486343852935,0.03472985484993918,5.510239591403427
